Date,Price,Open,High,Low,Vol.,Change %
2010-11-05,729.13,720.88,731.13,705.13,,1.18%
2010-11-08,737.13,729.75,738.63,721.38,,1.10%
2010-11-09,720.38,735.75,760.38,717.75,,-2.27%
2010-11-10,709.38,721.50,723.38,698.75,,-1.53%
2010-11-11,704.38,708.25,722.50,701.88,,-0.70%
2010-11-12,668.88,704.88,710.38,661.38,,-5.04%
2010-11-15,670.13,674.75,684.63,667.63,,0.19%
2010-11-16,626.38,670.88,673.88,624.50,,-6.53%
2010-11-17,632.63,627.50,646.88,619.38,,1.00%
2010-11-18,645.88,634.13,657.25,634.13,,2.09%
2010-11-19,682.25,648.13,696.75,639.38,,5.63%
2010-11-22,684.38,684.00,691.88,678.75,,0.31%
2010-11-23,678.63,686.75,690.88,673.50,,-0.84%
2010-11-24,685.50,682.88,688.25,681.13,,1.01%
2010-11-26,686.63,686.38,692.63,683.75,,0.16%
2010-11-29,691.38,689.13,701.25,687.13,,0.69%
2010-11-30,689.63,692.25,697.88,686.13,,-0.25%
2010-12-01,738.63,692.63,744.88,691.13,,7.11%
2010-12-02,748.13,742.38,767.13,732.75,,1.29%
2010-12-03,780.38,756.13,781.88,754.75,,4.31%
2010-12-06,794.00,786.25,798.63,774.38,,1.75%
2010-12-07,783.13,795.75,808.25,777.13,,-1.37%
2010-12-08,784.13,780.63,792.38,766.38,,0.13%
2010-12-09,788.88,785.50,790.13,779.75,,0.61%
2010-12-10,775.88,788.75,797.88,774.13,,-1.65%
2010-12-12,775.38,775.38,775.38,775.38,,-0.06%
2010-12-13,780.50,773.88,784.75,766.38,,0.66%
2010-12-14,761.38,779.88,781.50,754.88,,-2.45%
2010-12-15,763.88,761.00,776.38,759.75,,0.33%
2010-12-16,749.88,764.25,766.50,746.63,,-1.83%
2010-12-17,757.50,752.88,757.50,742.38,,1.02%
2010-12-20,769.88,760.25,776.38,759.88,,1.63%
2010-12-21,764.63,770.38,771.63,762.25,,-0.68%
2010-12-22,783.63,763.50,785.13,756.38,,2.48%
2010-12-23,783.63,784.88,788.13,776.13,,0.00%
2010-12-24,782.63,782.63,782.63,782.63,,-0.13%
2010-12-27,779.88,773.63,783.50,768.50,,-0.35%
2010-12-28,799.13,779.75,801.88,779.50,,2.47%
2010-12-29,799.13,799.63,806.13,786.50,,0.00%
2010-12-30,784.75,798.75,798.75,776.88,,-1.80%
2010-12-31,792.63,786.13,795.63,781.13,,1.00%
2011-01-03,805.25,793.13,824.50,793.13,,1.59%
2011-01-04,788.00,803.25,808.75,783.38,,-2.14%
2011-01-05,809.88,793.38,809.88,776.63,,2.78%
2011-01-06,788.13,809.00,809.50,788.00,,-2.69%
2011-01-07,772.13,788.63,793.75,772.13,,-2.03%
2011-01-10,766.63,777.13,783.00,766.63,,-0.71%
2011-01-11,758.63,770.38,776.88,758.63,,-1.04%
2011-01-12,773.63,761.63,789.88,760.38,,1.98%
2011-01-13,781.38,775.63,787.13,769.63,,1.00%
2011-01-14,773.88,784.25,784.75,763.13,,-0.96%
2011-01-17,773.38,773.38,773.38,773.38,,-0.06%
2011-01-18,793.38,775.88,793.88,773.63,,2.59%
2011-01-19,798.63,793.00,807.88,792.88,,0.66%
2011-01-20,802.38,797.88,805.50,782.75,,0.47%
2011-01-21,824.75,805.13,829.88,798.75,,2.79%
2011-01-23,824.63,824.63,824.63,824.63,,-0.02%
2011-01-24,835.88,829.00,839.13,823.63,,1.36%
2011-01-25,838.88,835.63,838.88,820.88,,0.36%
2011-01-26,856.88,840.63,861.13,839.50,,2.15%
2011-01-27,847.13,858.38,863.38,845.63,,-1.14%
2011-01-28,824.63,847.38,849.13,824.63,,-2.66%
2011-01-31,838.63,824.13,847.63,823.13,,1.70%
2011-02-01,835.38,843.50,844.88,831.63,,-0.39%
2011-02-02,862.88,836.13,864.38,835.50,,3.29%
2011-02-03,858.38,862.63,872.50,847.13,,-0.52%
2011-02-04,854.50,859.38,864.63,842.63,,-0.45%
2011-02-07,858.88,861.13,869.38,851.63,,0.51%
2011-02-08,873.88,859.88,880.63,844.25,,1.75%
2011-02-09,888.25,876.75,892.38,875.75,,1.64%
2011-02-10,861.38,885.75,885.75,861.38,,-3.03%
2011-02-11,867.63,865.88,871.13,855.63,,0.73%
2011-02-14,872.38,875.63,884.38,869.63,,0.55%
2011-02-15,840.25,873.00,873.63,830.88,,-3.68%
2011-02-16,837.38,843.63,848.75,825.63,,-0.34%
2011-02-17,883.50,870.25,885.25,870.25,,5.51%
2011-02-18,856.38,883.75,885.50,850.75,,-3.07%
2011-02-22,796.38,858.88,869.13,795.38,,-7.01%
2011-02-23,797.13,793.75,801.25,757.63,,0.09%
2011-02-24,781.13,799.63,804.38,776.63,,-2.01%
2011-02-25,813.63,783.88,828.63,783.88,,4.16%
2011-02-28,816.38,819.63,820.63,799.25,,0.34%
2011-03-01,810.88,819.25,823.13,797.38,,-0.67%
2011-03-02,811.38,809.88,829.88,796.38,,0.06%
2011-03-03,823.38,810.13,826.38,804.63,,1.48%
2011-03-04,832.63,821.25,836.88,813.75,,1.12%
2011-03-07,799.88,831.38,833.50,798.38,,-3.93%
2011-03-08,781.25,801.63,803.13,778.38,,-2.33%
2011-03-09,759.38,782.13,788.88,749.88,,-2.80%
2011-03-10,739.50,762.88,765.63,734.25,,-2.62%
2011-03-11,717.38,737.63,740.25,704.13,,-2.99%
2011-03-13,713.13,719.50,719.63,710.63,,-0.59%
2011-03-14,722.13,712.25,729.88,706.13,,1.26%
2011-03-15,680.75,722.00,723.38,661.13,,-5.73%
2011-03-16,671.63,680.13,697.38,656.50,,-1.34%
2011-03-17,715.38,671.38,718.63,667.38,,6.51%
2011-03-18,724.88,715.88,748.88,714.50,,1.33%
2011-03-20,738.88,724.13,741.38,719.88,,1.93%
2011-03-21,718.63,737.63,738.25,717.38,,-2.74%
2011-03-22,725.25,718.50,729.88,705.50,,0.92%
2011-03-23,713.50,726.38,728.63,706.13,,-1.62%
2011-03-24,742.38,713.50,743.63,710.13,,4.05%
2011-03-25,734.75,743.13,752.38,726.63,,-1.03%
2011-03-27,739.63,735.88,739.63,735.50,,0.66%
2011-03-28,723.13,739.50,739.63,721.13,,-2.23%
2011-03-29,738.88,722.38,741.63,721.88,,2.18%
2011-03-30,726.88,738.75,741.63,723.25,,-1.62%
2011-03-31,759.13,726.88,773.25,722.25,,4.44%
2011-04-01,760.38,759.75,773.63,745.13,,0.16%
2011-04-03,766.50,764.88,769.38,764.63,,0.81%
2011-04-04,789.50,766.88,792.88,766.38,,3.00%
2011-04-05,784.63,789.38,798.13,778.63,,-0.62%
2011-04-06,778.50,784.88,792.38,776.13,,-0.78%
2011-04-07,774.88,778.38,792.00,757.13,,-0.47%
2011-04-08,799.38,775.00,801.75,766.88,,3.16%
2011-04-10,807.00,803.38,808.88,803.38,,0.95%
2011-04-11,800.13,807.25,808.88,786.50,,-0.85%
2011-04-12,757.63,800.13,800.25,750.63,,-5.31%
2011-04-13,759.25,757.38,769.63,741.75,,0.21%
2011-04-14,745.50,758.13,758.63,734.25,,-1.81%
2011-04-15,744.50,745.75,748.63,730.25,,-0.13%
2011-04-17,782.63,779.50,782.63,776.25,,5.12%
2011-04-18,815.13,782.13,818.00,775.88,,4.15%
2011-04-19,824.88,815.38,829.63,810.50,,1.20%
2011-04-20,823.88,824.88,843.38,816.38,,-0.12%
2011-04-21,833.88,824.00,834.88,816.00,,1.21%
2011-04-22,834.25,834.25,834.25,834.25,,0.04%
2011-04-24,849.38,847.25,849.63,842.63,,1.81%
2011-04-25,861.88,849.13,864.75,845.88,,1.47%
2011-04-26,850.88,862.13,862.75,834.25,,-1.28%
2011-04-27,819.13,850.63,852.88,800.38,,-3.73%
2011-04-28,770.00,818.13,820.25,767.63,,-6.00%
2011-04-29,804.13,770.38,805.38,768.38,,4.43%
2011-05-01,801.00,801.38,803.75,790.50,,-0.39%
2011-05-02,795.63,801.25,824.38,789.63,,-0.67%
2011-05-03,792.88,795.75,799.63,782.25,,-0.35%
2011-05-04,772.25,793.00,794.25,768.13,,-2.60%
2011-05-05,753.38,772.63,780.50,749.00,,-2.44%
2011-05-06,753.88,752.88,777.50,740.25,,0.07%
2011-05-08,773.50,766.38,777.75,763.63,,2.60%
2011-05-09,792.50,774.50,797.50,769.25,,2.46%
2011-05-10,799.88,792.75,816.38,792.13,,0.93%
2011-05-11,759.50,799.75,804.38,756.63,,-5.05%
2011-05-12,738.50,759.63,764.75,728.88,,-2.76%
2011-05-13,729.13,738.63,749.00,723.25,,-1.27%
2011-05-15,738.88,730.50,742.13,730.50,,1.34%
2011-05-16,736.13,738.75,747.25,730.63,,-0.37%
2011-05-17,771.38,736.00,773.88,731.88,,4.79%
2011-05-18,818.75,771.50,826.75,767.63,,6.14%
2011-05-19,808.63,819.25,834.38,805.13,,-1.24%
2011-05-20,806.63,808.75,818.75,791.13,,-0.25%
2011-05-22,820.13,816.63,820.88,812.38,,1.67%
2011-05-23,797.75,820.38,820.38,785.75,,-2.73%
2011-05-24,787.75,797.50,809.50,777.75,,-1.25%
2011-05-25,802.88,787.63,802.88,778.13,,1.92%
2011-05-26,818.88,802.38,828.50,802.00,,1.99%
2011-05-27,820.63,819.00,826.88,803.63,,0.21%
2011-05-30,792.75,793.50,794.88,784.63,,-3.40%
2011-05-31,787.13,792.63,806.38,773.00,,-0.71%
2011-06-01,761.50,787.13,787.63,754.38,,-3.26%
2011-06-02,772.50,761.63,774.13,758.63,,1.44%
2011-06-03,772.88,772.25,780.88,759.25,,0.05%
2011-06-05,775.25,772.25,777.88,772.00,,0.31%
2011-06-06,746.00,774.88,777.38,741.25,,-3.77%
2011-06-07,741.38,746.63,746.88,731.38,,-0.62%
2011-06-08,751.88,741.63,759.13,731.88,,1.42%
2011-06-09,748.13,752.00,769.50,739.63,,-0.50%
2011-06-10,759.88,748.50,763.38,738.13,,1.57%
2011-06-12,766.50,760.63,769.88,760.63,,0.87%
2011-06-13,746.63,766.38,768.63,740.38,,-2.59%
2011-06-14,731.88,745.88,746.75,714.50,,-1.98%
2011-06-15,711.38,732.00,734.13,701.25,,-2.80%
2011-06-16,670.88,711.00,712.88,666.25,,-5.69%
2011-06-17,671.88,671.25,683.63,664.13,,0.15%
2011-06-19,674.00,673.75,675.13,671.88,,0.32%
2011-06-20,658.50,673.88,674.63,656.13,,-2.30%
2011-06-21,677.25,658.38,680.63,655.88,,2.85%
2011-06-22,636.88,677.38,680.25,617.38,,-5.96%
2011-06-23,645.75,636.75,651.88,606.13,,1.39%
2011-06-24,631.63,645.88,659.00,631.63,,-2.19%
2011-06-26,653.00,661.25,661.25,652.63,,3.38%
2011-06-27,657.63,653.13,658.88,642.63,,0.71%
2011-06-28,680.75,657.88,682.00,653.38,,3.52%
2011-06-29,675.00,680.63,696.88,662.13,,-0.84%
2011-06-30,600.38,674.75,677.75,596.00,,-11.06%
2011-07-01,611.63,600.50,623.00,592.88,,1.87%
2011-07-04,625.63,611.13,625.88,611.13,,2.29%
2011-07-05,635.25,625.38,640.88,623.13,,1.54%
2011-07-06,624.13,635.38,639.38,620.13,,-1.75%
2011-07-07,635.25,623.63,639.88,619.25,,1.78%
2011-07-08,650.00,634.75,657.25,633.63,,2.32%
2011-07-10,647.38,655.25,655.25,646.25,,-0.40%
2011-07-11,638.13,647.38,649.88,626.88,,-1.43%
2011-07-12,667.50,638.25,676.00,617.63,,4.60%
2011-07-13,716.00,667.50,719.13,665.13,,7.27%
2011-07-14,707.88,716.25,720.25,690.50,,-1.13%
2011-07-15,695.38,707.63,715.63,692.75,,-1.77%
2011-07-17,681.38,694.50,695.38,680.13,,-2.01%
2011-07-18,693.63,681.50,694.63,676.25,,1.80%
2011-07-19,700.63,693.75,727.50,689.25,,1.01%
2011-07-20,687.38,701.00,707.13,685.13,,-1.89%
2011-07-21,680.75,687.50,702.25,672.00,,-0.96%
2011-07-22,693.38,680.25,693.38,669.50,,1.85%
2011-07-24,683.63,684.00,687.75,681.50,,-1.41%
2011-07-25,687.63,683.75,695.13,671.63,,0.59%
2011-07-26,692.13,687.75,698.88,679.38,,0.65%
2011-07-27,699.88,692.25,712.13,686.25,,1.12%
2011-07-28,697.38,700.00,714.63,692.38,,-0.36%
2011-07-29,672.88,697.88,699.75,670.00,,-3.51%
2011-07-31,674.88,671.13,676.00,670.38,,0.30%
2011-08-01,681.00,674.50,690.38,670.13,,0.91%
2011-08-02,715.38,680.88,722.50,667.75,,5.05%
2011-08-03,704.88,715.25,718.63,703.38,,-1.47%
2011-08-04,673.00,705.50,706.25,667.50,,-4.52%
2011-08-05,677.75,673.13,682.38,665.63,,0.71%
2011-08-07,673.63,666.75,675.75,665.63,,-0.61%
2011-08-08,651.88,673.50,677.38,642.50,,-3.23%
2011-08-09,682.88,651.63,687.13,643.63,,4.76%
2011-08-10,684.50,683.13,690.75,676.63,,0.24%
2011-08-11,703.13,684.88,719.88,680.38,,2.72%
2011-08-12,703.63,703.50,718.63,696.38,,0.07%
2011-08-14,711.13,705.38,711.75,704.88,,1.07%
2011-08-15,710.38,711.38,721.13,707.50,,-0.11%
2011-08-16,725.63,710.50,732.50,704.50,,2.15%
2011-08-17,725.50,725.75,739.25,722.63,,-0.02%
2011-08-18,706.13,725.63,725.75,700.50,,-2.67%
2011-08-19,731.75,706.13,733.38,701.13,,3.63%
2011-08-21,732.13,734.63,734.63,730.88,,0.05%
2011-08-22,737.63,732.13,746.50,732.13,,0.75%
2011-08-23,755.00,737.38,758.75,737.38,,2.36%
2011-08-24,746.63,755.00,763.88,745.38,,-1.11%
2011-08-25,754.38,746.38,763.88,735.88,,1.04%
2011-08-26,762.00,753.50,768.63,747.38,,1.01%
2011-08-28,770.63,761.75,770.63,761.75,,1.13%
2011-08-29,789.75,770.25,805.63,765.25,,2.48%
2011-08-30,785.88,789.63,795.50,781.38,,-0.49%
2011-08-31,788.13,786.00,793.88,775.38,,0.29%
2011-09-01,765.13,787.88,789.13,758.38,,-2.92%
2011-09-02,775.88,765.13,777.88,758.13,,1.40%
2011-09-05,765.63,776.63,776.63,762.88,,-1.32%
2011-09-06,763.63,765.88,770.25,750.13,,-0.26%
2011-09-07,753.50,763.63,772.75,748.13,,-1.33%
2011-09-08,738.13,753.00,753.63,733.63,,-2.04%
2011-09-09,729.13,738.25,742.13,727.13,,-1.22%
2011-09-11,728.00,730.13,730.13,726.63,,-0.15%
2011-09-12,731.63,727.75,734.88,711.63,,0.50%
2011-09-13,703.88,730.88,731.88,696.25,,-3.79%
2011-09-14,704.00,703.75,712.50,698.13,,0.02%
2011-09-15,697.75,704.75,704.88,686.25,,-0.89%
2011-09-16,693.38,698.38,705.00,689.75,,-0.63%
2011-09-18,688.50,688.38,691.00,687.00,,-0.70%
2011-09-19,676.63,688.63,688.63,667.13,,-1.72%
2011-09-20,673.13,676.38,687.63,672.25,,-0.52%
2011-09-21,662.13,673.38,682.63,661.00,,-1.63%
2011-09-22,637.63,662.63,662.63,632.63,,-3.70%
2011-09-23,642.63,637.75,649.38,634.13,,0.78%
2011-09-25,646.13,646.38,647.63,643.88,,0.54%
2011-09-26,654.50,644.75,655.25,624.88,,1.30%
2011-09-27,652.38,654.63,669.63,650.38,,-0.32%
2011-09-28,632.75,651.75,657.38,632.75,,-3.01%
2011-09-29,658.50,632.75,661.38,627.38,,4.07%
2011-09-30,606.00,658.63,661.25,605.38,,-7.97%
2011-10-02,612.38,609.13,613.75,608.63,,1.05%
2011-10-03,615.88,612.25,622.75,596.88,,0.57%
2011-10-04,611.13,615.75,620.63,597.00,,-0.77%
2011-10-05,626.38,611.00,628.63,607.38,,2.50%
2011-10-06,615.13,626.50,639.38,613.50,,-1.80%
2011-10-07,608.88,615.25,622.88,606.38,,-1.02%
2011-10-09,612.13,607.63,613.13,606.63,,0.53%
2011-10-10,614.63,612.63,628.63,610.63,,0.41%
2011-10-11,657.50,614.75,665.13,612.50,,6.98%
2011-10-12,623.88,658.13,662.50,620.13,,-5.11%
2011-10-13,621.75,624.13,630.38,605.50,,-0.34%
2011-10-14,623.88,622.13,632.88,612.50,,0.34%
2011-10-16,621.38,623.88,626.38,621.38,,-0.40%
2011-10-17,624.88,622.25,634.13,620.13,,0.56%
2011-10-18,629.63,624.63,630.88,613.13,,0.76%
2011-10-19,617.00,629.75,636.88,616.75,,-2.01%
2011-10-20,630.88,616.88,632.88,613.75,,2.25%
2011-10-21,630.63,631.50,649.63,628.38,,-0.04%
2011-10-23,633.75,631.88,633.75,630.75,,0.50%
2011-10-24,642.38,633.25,646.88,632.63,,1.36%
2011-10-25,635.38,642.38,646.88,634.25,,-1.09%
2011-10-26,621.38,636.00,643.38,616.63,,-2.20%
2011-10-27,642.63,621.50,647.63,621.50,,3.42%
2011-10-28,646.13,643.25,652.63,636.38,,0.54%
2011-10-30,647.63,644.75,647.88,644.75,,0.23%
2011-10-31,629.25,647.50,647.88,619.50,,-2.84%
2011-11-01,626.13,629.63,633.75,612.50,,-0.50%
2011-11-02,624.38,625.88,638.13,620.38,,-0.28%
2011-11-03,634.63,623.75,644.13,620.25,,1.64%
2011-11-04,635.38,634.88,639.88,623.50,,0.12%
2011-11-07,639.00,638.88,640.63,630.13,,0.57%
2011-11-08,658.13,639.00,659.13,636.75,,2.99%
2011-11-09,642.63,655.63,657.63,633.75,,-2.36%
2011-11-10,621.38,641.63,648.50,618.88,,-3.31%
2011-11-11,618.00,619.75,625.63,609.63,,-0.54%
2011-11-14,614.63,616.88,622.00,610.50,,-0.55%
2011-11-15,632.00,616.00,634.13,612.38,,2.83%
2011-11-16,617.13,631.63,639.50,615.13,,-2.35%
2011-11-17,591.88,616.13,617.63,590.63,,-4.09%
2011-11-18,596.63,593.25,602.38,586.63,,0.80%
2011-11-21,591.88,598.63,601.63,584.63,,-0.80%
2011-11-22,594.13,592.38,597.00,586.13,,0.38%
2011-11-23,579.75,594.25,595.75,577.38,,-2.42%
2011-11-25,574.00,578.25,586.13,572.50,,-0.99%
2011-11-28,592.88,595.13,603.38,590.13,,3.29%
2011-11-29,614.88,592.50,618.88,591.13,,3.71%
2011-11-30,614.88,613.88,629.00,607.38,,0.00%
2011-12-01,614.38,615.00,624.88,605.88,,-0.08%
2011-12-02,626.63,616.00,631.25,611.88,,1.99%
2011-12-05,611.88,627.38,631.50,607.63,,-2.35%
2011-12-06,612.38,611.38,616.88,600.38,,0.08%
2011-12-07,600.38,612.38,615.38,598.88,,-1.96%
2011-12-08,595.88,600.00,602.88,591.25,,-0.75%
2011-12-09,596.13,595.38,599.25,584.13,,0.04%
2011-12-11,595.50,595.50,595.50,595.50,,-0.10%
2011-12-12,593.88,593.88,601.63,587.50,,-0.27%
2011-12-13,601.63,594.13,608.88,593.38,,1.30%
2011-12-14,581.50,600.38,602.63,579.63,,-3.35%
2011-12-15,578.38,582.63,587.75,578.38,,-0.54%
2011-12-16,583.13,578.75,587.38,577.25,,0.82%
2011-12-19,600.88,585.88,603.13,581.88,,3.04%
2011-12-20,606.88,599.50,608.63,595.75,,1.00%
2011-12-21,617.75,606.63,617.88,600.63,,1.79%
2011-12-22,621.50,617.13,625.63,611.50,,0.61%
2011-12-23,622.00,620.63,627.63,618.63,,0.08%
2011-12-25,621.75,621.75,621.75,621.75,,-0.04%
2011-12-26,621.75,621.75,621.75,621.75,,0.00%
2011-12-27,643.63,629.13,646.88,628.88,,3.52%
2011-12-28,650.63,643.63,655.75,641.50,,1.09%
2011-12-29,645.13,649.38,654.38,641.88,,-0.85%
2011-12-30,653.13,644.38,654.38,642.63,,1.24%
2012-01-02,653.13,653.13,653.13,653.13,,0.00%
2012-01-03,658.38,665.88,670.50,654.00,,0.80%
2012-01-04,650.13,656.38,661.13,645.63,,-1.25%
2012-01-05,627.38,649.13,650.13,627.13,,-3.50%
2012-01-06,624.63,629.38,636.88,624.63,,-0.44%
2012-01-09,642.38,625.75,644.88,625.25,,2.84%
2012-01-10,639.63,640.63,644.63,634.38,,-0.43%
2012-01-11,643.25,639.13,643.25,632.50,,0.57%
2012-01-12,605.88,641.38,648.63,592.00,,-5.81%
2012-01-13,601.63,603.88,609.88,599.13,,-0.70%
2012-01-17,604.88,603.38,611.75,601.63,,0.54%
2012-01-18,592.13,605.75,606.25,590.13,,-2.11%
2012-01-19,606.13,592.38,606.38,591.88,,2.36%
2012-01-20,610.63,605.13,611.75,597.13,,0.74%
2012-01-23,619.63,613.63,620.50,613.63,,1.47%
2012-01-24,633.63,619.88,637.88,614.13,,2.26%
2012-01-25,641.63,632.88,648.75,629.63,,1.26%
2012-01-26,653.13,640.88,658.00,639.88,,1.79%
2012-01-27,647.25,652.75,656.38,645.38,,-0.90%
2012-01-30,643.88,646.63,653.88,635.38,,-0.52%
2012-01-31,666.63,645.25,667.38,644.88,,3.53%
2012-02-01,674.63,666.75,683.25,666.63,,1.20%
2012-02-02,661.63,674.50,674.50,657.38,,-1.93%
2012-02-03,660.38,663.38,670.75,653.88,,-0.19%
2012-02-06,668.63,660.25,668.88,656.75,,1.25%
2012-02-07,661.13,669.13,671.88,655.38,,-1.12%
2012-02-08,661.13,662.13,669.63,653.13,,0.00%
2012-02-09,645.38,660.88,664.75,641.88,,-2.38%
2012-02-10,629.88,645.13,645.63,628.63,,-2.40%
2012-02-13,641.88,635.13,642.13,631.38,,1.91%
2012-02-14,634.25,640.75,642.88,632.63,,-1.19%
2012-02-15,626.13,635.13,640.13,624.38,,-1.28%
2012-02-16,627.13,627.75,632.38,621.13,,0.16%
2012-02-17,644.13,626.63,646.63,626.00,,2.71%
2012-02-21,633.63,648.13,648.13,623.88,,-1.63%
2012-02-22,644.88,632.75,645.75,628.63,,1.78%
2012-02-23,640.88,644.13,645.63,635.38,,-0.62%
2012-02-24,642.25,641.88,643.38,632.63,,0.21%
2012-02-27,653.75,643.13,653.75,633.38,,1.79%
2012-02-28,667.38,651.75,668.88,649.63,,2.08%
2012-02-29,667.88,666.25,674.38,660.38,,0.07%
2012-03-01,663.00,666.63,672.63,658.88,,-0.73%
2012-03-02,672.25,663.38,675.38,657.75,,1.40%
2012-03-05,670.88,673.50,677.50,667.88,,-0.20%
2012-03-06,657.13,671.38,671.50,655.38,,-2.05%
2012-03-07,638.63,658.63,658.63,636.38,,-2.82%
2012-03-08,634.63,640.75,647.50,633.63,,-0.63%
2012-03-09,640.88,635.38,649.88,634.38,,0.98%
2012-03-11,639.25,643.13,643.13,638.25,,-0.25%
2012-03-12,651.13,639.13,653.13,638.75,,1.86%
2012-03-13,649.50,651.38,657.38,645.25,,-0.25%
2012-03-14,646.25,649.75,650.88,640.88,,-0.50%
2012-03-15,663.63,646.13,665.38,643.38,,2.69%
2012-03-16,672.13,663.50,672.63,660.25,,1.28%
2012-03-18,674.50,670.88,675.13,670.13,,0.35%
2012-03-19,652.25,674.38,674.88,651.63,,-3.30%
2012-03-20,642.75,652.13,652.38,640.13,,-1.46%
2012-03-21,640.75,642.88,647.25,635.63,,-0.31%
2012-03-22,648.75,640.63,650.38,631.38,,1.25%
2012-03-23,654.63,648.88,654.88,646.38,,0.91%
2012-03-25,650.25,654.88,655.25,650.13,,-0.67%
2012-03-26,658.75,650.13,670.38,650.13,,1.31%
2012-03-27,640.88,658.88,663.38,638.88,,-2.71%
2012-03-28,633.25,640.75,646.13,630.13,,-1.19%
2012-03-29,616.63,633.38,635.13,611.50,,-2.63%
2012-03-30,658.88,616.75,668.63,613.63,,6.85%
2012-04-01,663.50,662.88,665.63,662.00,,0.70%
2012-04-02,653.88,663.38,664.13,649.38,,-1.45%
2012-04-03,658.38,653.75,658.88,650.13,,0.69%
2012-04-04,641.25,658.25,658.25,635.63,,-2.60%
2012-04-05,638.63,641.50,649.63,636.13,,-0.41%
2012-04-08,641.63,636.63,642.63,636.63,,0.47%
2012-04-09,641.38,641.75,648.88,636.88,,-0.04%
2012-04-10,622.75,641.50,651.63,622.63,,-2.90%
2012-04-11,629.88,622.88,633.63,619.88,,1.14%
2012-04-12,639.88,629.75,645.38,629.13,,1.59%
2012-04-13,622.88,640.00,643.13,618.63,,-2.66%
2012-04-15,620.25,623.25,623.25,619.50,,-0.42%
2012-04-16,618.75,620.38,625.38,615.13,,-0.24%
2012-04-17,616.13,618.63,626.88,615.13,,-0.42%
2012-04-18,613.88,616.00,618.50,604.25,,-0.37%
2012-04-19,625.88,613.63,628.13,613.38,,1.95%
2012-04-20,616.88,626.00,627.88,614.63,,-1.44%
2012-04-22,622.25,623.25,623.63,621.38,,0.87%
2012-04-23,633.00,622.38,634.88,621.50,,1.73%
2012-04-24,638.75,632.88,646.63,631.38,,0.91%
2012-04-25,627.25,638.88,642.50,624.13,,-1.80%
2012-04-26,636.00,627.13,636.63,624.63,,1.39%
2012-04-27,649.38,636.13,654.88,632.75,,2.10%
2012-04-29,648.88,647.50,651.38,647.50,,-0.08%
2012-04-30,652.63,648.75,655.38,640.38,,0.58%
2012-05-01,640.00,652.50,653.38,638.88,,-1.93%
2012-05-02,616.13,640.25,640.88,612.50,,-3.73%
2012-05-03,618.13,616.00,621.63,613.38,,0.32%
2012-05-04,608.88,618.25,620.63,599.63,,-1.50%
2012-05-06,608.88,608.25,609.38,607.75,,0.00%
2012-05-07,611.88,609.13,613.88,600.88,,0.49%
2012-05-08,617.25,611.63,620.75,611.63,,0.88%
2012-05-09,602.38,617.13,617.38,598.63,,-2.41%
2012-05-10,600.88,602.50,607.38,595.63,,-0.25%
2012-05-11,596.63,600.63,603.63,592.38,,-0.71%
2012-05-13,598.75,599.13,600.88,598.63,,0.36%
2012-05-14,598.38,598.63,601.88,592.38,,-0.06%
2012-05-15,609.13,598.63,616.88,598.63,,1.80%
2012-05-16,638.88,609.00,640.13,604.13,,4.88%
2012-05-17,657.63,639.00,658.25,639.00,,2.93%
2012-05-18,694.88,657.75,697.13,652.63,,5.66%
2012-05-20,703.88,703.25,703.88,702.88,,1.30%
2012-05-21,697.50,703.63,721.38,683.13,,-0.91%
2012-05-22,683.88,697.38,701.88,682.13,,-1.95%
2012-05-23,669.88,684.13,684.13,663.63,,-2.05%
2012-05-24,665.38,669.63,675.88,661.88,,-0.67%
2012-05-25,679.88,665.25,687.00,661.88,,2.18%
2012-05-29,660.25,674.00,683.75,655.88,,-2.89%
2012-05-30,652.25,660.13,660.88,644.38,,-1.21%
2012-05-31,645.63,652.38,653.75,643.13,,-1.02%
2012-06-01,613.25,645.38,646.25,611.25,,-5.01%
2012-06-03,613.50,615.88,616.00,613.38,,0.04%
2012-06-04,628.25,613.63,631.13,613.38,,2.40%
2012-06-05,615.63,628.00,630.88,612.13,,-2.01%
2012-06-06,625.63,615.75,628.63,614.25,,1.62%
2012-06-07,635.25,625.75,644.38,620.38,,1.54%
2012-06-08,630.13,635.38,638.63,627.88,,-0.81%
2012-06-10,630.00,631.25,634.13,629.88,,-0.02%
2012-06-11,627.25,630.13,642.13,627.13,,-0.44%
2012-06-12,617.88,627.13,638.75,613.38,,-1.49%
2012-06-13,619.13,618.00,623.63,614.88,,0.20%
2012-06-14,621.25,619.25,628.88,616.38,,0.34%
2012-06-15,613.88,621.38,626.63,607.75,,-1.19%
2012-06-17,615.50,613.25,615.63,613.25,,0.26%
2012-06-18,631.50,615.38,633.88,613.25,,2.60%
2012-06-19,649.63,631.38,651.13,631.38,,2.87%
2012-06-20,658.63,649.75,664.38,641.00,,1.39%
2012-06-21,658.50,658.38,681.50,655.13,,-0.02%
2012-06-22,674.63,658.63,684.63,658.38,,2.45%
2012-06-24,702.63,696.50,706.00,696.50,,4.15%
2012-06-25,747.00,702.50,755.13,702.38,,6.32%
2012-06-26,741.88,747.13,751.63,725.63,,-0.69%
2012-06-27,747.88,742.13,763.38,739.38,,0.81%
2012-06-28,742.38,747.75,757.13,741.88,,-0.74%
2012-06-29,758.88,742.25,761.63,740.63,,2.22%
