Date,Price,Open,High,Low,Vol.,Change %
2008-12-11,491.25,490.00,498.75,490.00,0.21K,-0.25%
2008-12-12,506.75,492.00,508.00,476.00,,3.16%
2008-12-15,520.00,516.50,535.00,516.00,24.90K,2.61%
2008-12-16,544.00,519.25,552.00,515.00,33.13K,4.62%
2008-12-17,557.50,552.75,561.00,540.50,37.43K,2.48%
2008-12-18,571.50,556.50,575.50,553.50,32.65K,2.51%
2008-12-19,563.25,570.00,570.00,558.00,19.37K,-1.44%
2008-12-22,569.00,565.50,570.20,557.50,13.27K,1.02%
2008-12-23,575.25,568.75,581.00,553.00,21.74K,1.10%
2008-12-24,582.25,575.25,585.25,572.50,8.87K,1.22%
2008-12-26,599.25,582.00,602.50,580.00,10.38K,2.92%
2008-12-29,592.00,599.25,616.00,588.25,22.16K,-1.21%
2008-12-30,604.75,590.25,607.00,584.75,20.38K,2.15%
2008-12-31,610.75,603.50,615.00,592.00,23.34K,0.99%
2009-01-02,611.00,606.25,615.00,592.00,23.82K,0.04%
2009-01-05,616.75,613.00,619.50,596.25,24.45K,0.94%
2009-01-06,643.50,615.00,645.00,611.50,43.52K,4.34%
2009-01-07,613.25,641.50,646.25,609.50,38.68K,-4.70%
2009-01-08,612.50,610.25,620.75,598.00,33.95K,-0.12%
2009-01-09,629.50,613.75,632.00,612.50,32.55K,2.78%
2009-01-12,569.75,629.75,637.50,569.50,40.15K,-9.49%
2009-01-13,570.75,567.00,590.00,561.00,35.21K,0.18%
2009-01-14,574.25,574.75,581.25,560.50,30.13K,0.61%
2009-01-15,568.75,573.00,577.00,562.75,25.27K,-0.96%
2009-01-16,578.25,568.25,585.00,568.00,25.14K,1.67%
2009-01-20,550.00,579.00,588.75,548.25,38.54K,-4.89%
2009-01-21,571.75,553.00,573.00,551.75,31.13K,3.95%
2009-01-22,566.75,572.00,580.50,558.00,21.36K,-0.87%
2009-01-23,582.75,566.50,598.75,557.00,56.31K,2.82%
2009-01-26,592.50,583.75,611.00,581.75,36.59K,1.67%
2009-01-27,584.75,594.00,601.00,580.00,25.89K,-1.31%
2009-01-28,595.25,584.25,600.75,580.50,25.39K,1.80%
2009-01-29,578.00,595.00,596.50,573.00,35.76K,-2.90%
2009-01-30,568.00,579.00,586.75,566.25,32.17K,-1.73%
2009-02-02,563.75,568.00,571.00,551.75,32.64K,-0.75%
2009-02-03,552.50,561.75,569.50,551.00,22.78K,-2.00%
2009-02-04,542.25,555.50,562.00,538.75,53.93K,-1.86%
2009-02-05,561.75,542.25,567.50,541.50,36.54K,3.60%
2009-02-06,557.00,562.00,570.50,554.00,47.78K,-0.85%
2009-02-09,565.00,560.25,577.00,556.25,43.44K,1.44%
2009-02-10,556.00,563.00,566.00,543.50,47.19K,-1.59%
2009-02-11,543.25,553.00,556.50,542.00,42.46K,-2.29%
2009-02-12,538.75,544.25,552.25,536.00,38.75K,-0.83%
2009-02-13,535.50,539.25,545.50,534.50,29.32K,-0.60%
2009-02-17,515.50,536.00,537.25,513.00,50.17K,-3.73%
2009-02-18,510.75,516.25,518.25,510.00,30.34K,-0.92%
2009-02-19,519.50,511.00,523.25,510.75,48.89K,1.71%
2009-02-20,519.25,520.00,523.75,504.50,43.53K,-0.05%
2009-02-23,510.50,522.00,528.25,508.75,39.71K,-1.69%
2009-02-24,515.25,509.00,517.25,505.00,28.71K,0.93%
2009-02-25,524.75,517.25,528.75,510.00,20.86K,1.84%
2009-02-26,514.00,526.00,534.00,512.00,25.75K,-2.05%
2009-02-27,510.50,515.75,517.50,506.00,23.51K,-0.68%
2009-03-02,494.75,508.00,516.00,492.00,10.25K,-3.09%
2009-03-03,490.25,496.25,499.00,488.25,7.35K,-0.91%
2009-03-04,511.75,497.00,512.25,497.00,3.93K,4.39%
2009-03-05,504.00,515.00,516.25,503.00,2.13K,-1.51%
2009-03-06,516.25,508.25,522.25,508.25,0.94K,2.43%
2009-03-09,513.00,516.00,516.75,512.75,0.46K,-0.63%
2009-03-10,522.75,525.25,527.50,523.25,0.31K,1.90%
2009-03-11,498.75,522.00,522.50,496.75,0.57K,-4.59%
2009-03-12,515.25,501.50,516.00,501.50,1.37K,3.31%
2009-03-13,506.50,513.00,516.25,506.25,,-1.70%
2009-03-16,544.25,514.25,546.50,511.50,52.33K,7.45%
2009-03-17,552.50,540.25,554.75,536.75,41.96K,1.52%
2009-03-18,530.00,554.00,559.00,528.25,39.58K,-4.07%
2009-03-19,555.25,540.50,559.50,537.75,33.37K,4.76%
2009-03-20,550.25,556.25,561.00,541.00,27.81K,-0.90%
2009-03-23,549.25,552.00,563.00,545.00,28.74K,-0.18%
2009-03-24,535.00,551.75,552.75,530.25,33.87K,-2.59%
2009-03-25,508.00,536.00,536.00,506.75,47.77K,-5.05%
2009-03-26,514.50,510.00,518.00,507.25,22.79K,1.28%
2009-03-27,507.25,514.00,517.50,503.00,21.39K,-1.41%
2009-03-30,512.50,509.00,516.00,501.00,25.89K,1.03%
2009-03-31,532.75,513.75,534.00,508.00,45.38K,3.95%
2009-04-01,525.50,527.75,531.25,515.75,52.52K,-1.36%
2009-04-02,550.50,525.50,552.00,523.50,58.00K,4.76%
2009-04-03,563.50,551.00,565.00,546.00,43.76K,2.36%
2009-04-06,557.00,566.00,572.75,553.00,31.58K,-1.15%
2009-04-07,539.75,557.00,564.50,538.75,52.50K,-3.10%
2009-04-08,532.00,540.00,544.75,531.00,46.95K,-1.44%
2009-04-09,522.00,532.50,543.50,521.00,57.74K,-1.88%
2009-04-13,523.25,522.00,530.50,515.25,41.38K,0.24%
2009-04-14,522.25,524.00,533.25,518.25,46.97K,-0.19%
2009-04-15,515.25,523.00,530.00,514.75,37.56K,-1.34%
2009-04-16,524.75,516.00,527.50,513.50,29.72K,1.84%
2009-04-17,523.00,526.75,531.75,520.00,21.91K,-0.33%
2009-04-20,504.50,522.00,525.00,500.75,41.49K,-3.54%
2009-04-21,509.50,504.75,516.50,503.50,29.09K,0.99%
2009-04-22,516.75,510.50,518.00,509.25,16.25K,1.42%
2009-04-23,529.25,517.75,533.25,512.00,26.47K,2.42%
2009-04-24,532.25,530.00,533.75,524.75,15.21K,0.57%
2009-04-27,508.00,531.75,539.00,507.00,22.39K,-4.56%
2009-04-28,510.50,509.75,518.25,507.25,14.38K,0.49%
2009-04-29,520.75,510.00,523.50,508.75,33.11K,2.01%
2009-04-30,524.25,521.00,532.75,518.00,30.35K,0.67%
2009-05-01,557.25,524.75,560.50,524.50,13.25K,6.29%
2009-05-04,538.50,546.75,558.00,535.00,5.47K,-3.36%
2009-05-05,541.50,543.25,550.00,539.25,4.81K,0.56%
2009-05-06,547.75,541.50,548.75,537.00,3.32K,1.15%
2009-05-07,559.00,554.00,563.00,548.00,1.26K,2.05%
2009-05-08,580.50,566.50,581.25,566.00,0.60K,3.85%
2009-05-11,580.50,575.75,583.00,575.75,1.42K,0.00%
2009-05-12,582.50,584.50,584.50,569.50,0.92K,0.34%
2009-05-13,578.75,589.00,589.50,577.75,0.29K,-0.64%
2009-05-14,581.50,573.00,581.50,572.00,0.21K,0.48%
2009-05-15,577.50,592.00,595.25,575.00,32.41K,-0.69%
2009-05-18,590.50,572.00,600.00,563.25,50.77K,2.25%
2009-05-19,588.75,589.25,596.25,584.00,34.24K,-0.30%
2009-05-20,597.75,587.75,604.75,585.75,37.99K,1.53%
2009-05-21,593.50,597.25,601.50,584.50,35.76K,-0.71%
2009-05-22,612.50,593.00,618.00,593.00,46.18K,3.20%
2009-05-26,612.00,609.25,619.75,602.50,31.80K,-0.08%
2009-05-27,625.75,612.75,629.00,610.00,40.00K,2.25%
2009-05-28,630.50,623.75,646.25,618.00,51.78K,0.76%
2009-05-29,637.25,630.25,644.50,625.00,45.98K,1.07%
2009-06-01,674.50,636.75,677.00,636.00,65.79K,5.85%
2009-06-02,669.50,672.00,673.25,658.25,65.95K,-0.74%
2009-06-03,617.50,667.25,668.50,614.50,92.74K,-7.77%
2009-06-04,635.25,618.25,642.75,614.25,62.66K,2.87%
2009-06-05,623.00,639.25,639.50,621.00,62.37K,-1.93%
2009-06-08,598.00,623.25,625.00,595.75,68.33K,-4.01%
2009-06-09,613.75,598.25,617.50,597.25,61.48K,2.63%
2009-06-10,596.00,613.50,617.25,592.00,64.86K,-2.89%
2009-06-11,594.75,596.50,607.50,589.00,49.00K,-0.21%
2009-06-12,584.75,592.00,598.00,577.00,38.84K,-1.68%
2009-06-15,575.25,587.00,587.25,568.00,38.80K,-1.62%
2009-06-16,565.75,576.75,583.50,564.75,37.56K,-1.65%
2009-06-17,566.00,565.50,572.25,555.50,62.65K,0.04%
2009-06-18,560.25,568.00,570.50,556.00,31.96K,-1.02%
2009-06-19,555.25,561.00,567.75,552.00,35.55K,-0.89%
2009-06-22,546.00,555.00,555.50,542.00,41.10K,-1.67%
2009-06-23,546.75,546.00,552.25,540.75,48.68K,0.14%
2009-06-24,539.75,546.75,552.50,536.75,54.49K,-1.28%
2009-06-25,533.00,539.50,541.50,528.00,38.13K,-1.25%
2009-06-26,534.25,533.00,538.00,530.50,29.83K,0.23%
2009-06-29,528.50,534.25,540.00,525.50,49.63K,-1.08%
2009-06-30,511.25,529.00,536.50,495.75,21.83K,-3.26%
2009-07-01,506.25,517.00,519.50,501.50,14.40K,-0.98%
2009-07-02,500.25,507.50,511.00,499.50,11.74K,-1.19%
2009-07-06,490.50,499.00,501.00,489.75,7.51K,-1.95%
2009-07-07,483.75,491.50,495.50,483.50,6.89K,-1.38%
2009-07-08,488.50,485.50,493.50,485.50,2.80K,0.98%
2009-07-09,494.25,494.25,497.00,494.25,1.32K,1.18%
2009-07-10,491.75,494.50,495.25,487.75,1.61K,-0.51%
2009-07-13,515.75,493.75,517.00,491.25,1.17K,4.88%
2009-07-14,501.75,515.25,516.00,505.25,0.13K,-2.71%
2009-07-15,534.75,530.00,549.00,527.75,37.77K,6.58%
2009-07-16,533.25,534.00,549.00,528.00,35.04K,-0.28%
2009-07-17,541.75,533.00,547.50,528.00,28.09K,1.59%
2009-07-20,542.25,541.75,553.75,531.75,31.29K,0.09%
2009-07-21,534.75,542.25,544.25,530.25,27.60K,-1.38%
2009-07-22,522.00,531.00,532.50,513.25,49.29K,-2.38%
2009-07-23,531.75,522.75,538.75,520.00,36.57K,1.87%
2009-07-24,516.25,531.00,535.50,515.50,27.66K,-2.91%
2009-07-27,520.50,516.25,523.75,512.00,22.26K,0.82%
2009-07-28,516.25,520.00,528.00,514.50,29.74K,-0.82%
2009-07-29,511.50,514.75,518.00,505.00,26.67K,-0.92%
2009-07-30,516.25,512.00,527.25,511.75,37.82K,0.93%
2009-07-31,528.25,516.00,530.00,514.75,32.94K,2.32%
2009-08-03,549.25,531.75,557.50,529.25,89.01K,3.98%
2009-08-04,542.25,548.75,551.00,538.25,39.67K,-1.27%
2009-08-05,528.75,542.00,546.75,522.25,49.33K,-2.49%
2009-08-06,500.25,529.25,530.00,499.00,46.69K,-5.39%
2009-08-07,489.50,501.00,505.00,488.00,76.90K,-2.15%
2009-08-10,494.25,488.00,501.50,485.25,65.23K,0.97%
2009-08-11,485.25,494.25,499.75,483.50,50.43K,-1.82%
2009-08-12,490.25,485.75,491.00,476.25,42.71K,1.03%
2009-08-13,481.50,487.00,496.50,480.25,43.19K,-1.78%
2009-08-14,481.75,482.25,486.50,473.75,30.32K,0.05%
2009-08-17,471.75,481.25,481.25,465.25,27.47K,-2.08%
2009-08-18,470.50,470.25,479.00,468.50,20.92K,-0.26%
2009-08-19,466.00,472.50,480.75,457.75,28.58K,-0.96%
2009-08-20,469.00,467.00,471.25,462.25,11.25K,0.64%
2009-08-21,460.25,468.00,476.00,458.75,17.90K,-1.87%
2009-08-24,471.75,460.25,472.50,459.50,22.01K,2.50%
2009-08-25,471.00,470.75,489.00,467.00,15.36K,-0.16%
2009-08-26,478.75,471.00,481.75,469.75,16.57K,1.65%
2009-08-27,475.00,479.00,482.50,464.25,14.20K,-0.78%
2009-08-28,467.00,475.00,481.25,459.50,30.36K,-1.68%
2009-08-31,471.00,467.00,473.50,453.25,14.44K,0.86%
2009-09-01,459.25,471.00,472.00,454.25,10.02K,-2.49%
2009-09-02,457.00,457.00,460.75,454.75,5.82K,-0.49%
2009-09-03,451.25,456.50,465.00,447.25,2.89K,-1.26%
2009-09-04,444.00,450.00,450.00,445.00,1.35K,-1.61%
2009-09-08,431.50,442.25,446.50,433.00,0.78K,-2.82%
2009-09-09,429.00,430.50,434.75,426.75,0.33K,-0.58%
2009-09-10,432.75,429.50,434.00,428.75,0.28K,0.87%
2009-09-11,441.75,432.75,440.50,425.25,0.16K,2.08%
2009-09-14,431.00,431.00,431.00,430.00,0.05K,-2.43%
2009-09-15,470.50,453.25,481.50,450.00,51.51K,9.16%
2009-09-16,467.25,469.50,473.75,456.25,31.70K,-0.69%
2009-09-17,461.75,467.50,476.75,458.00,25.00K,-1.18%
2009-09-18,457.25,461.50,465.25,456.25,20.05K,-0.97%
2009-09-21,456.00,457.00,463.00,452.75,26.20K,-0.27%
2009-09-22,455.75,456.25,464.50,452.75,31.35K,-0.05%
2009-09-23,460.00,455.50,469.00,451.00,39.84K,0.93%
2009-09-24,473.00,457.50,474.00,453.00,46.19K,2.83%
2009-09-25,449.75,471.75,477.25,448.00,60.76K,-4.92%
2009-09-28,455.75,462.00,462.00,450.50,30.40K,1.33%
2009-09-29,447.50,456.00,460.00,441.25,33.41K,-1.81%
2009-09-30,457.50,447.50,460.00,439.50,41.78K,2.23%
2009-10-01,452.75,452.00,454.00,445.50,25.95K,-1.04%
2009-10-02,441.25,451.50,454.00,439.25,27.47K,-2.54%
2009-10-05,442.75,441.25,452.00,439.25,29.94K,0.34%
2009-10-06,460.25,443.00,471.50,442.75,46.79K,3.95%
2009-10-07,463.25,458.75,466.00,453.75,26.40K,0.65%
2009-10-08,474.00,464.00,483.00,462.50,61.63K,2.32%
2009-10-09,468.00,473.25,474.25,461.00,38.63K,-1.27%
2009-10-12,494.25,470.25,496.50,464.75,38.27K,5.61%
2009-10-13,512.63,495.75,514.38,489.88,,3.72%
2009-10-14,513.50,512.88,528.50,505.13,,0.17%
2009-10-15,505.38,513.50,513.63,496.50,,-1.58%
2009-10-16,497.75,505.38,506.63,495.63,,-1.51%
2009-10-18,497.50,497.50,497.50,497.50,,-0.05%
2009-10-19,517.50,497.50,522.63,497.50,,4.02%
2009-10-20,518.88,517.50,526.63,509.00,,0.27%
2009-10-21,542.38,519.00,548.13,519.00,,4.53%
2009-10-22,552.38,542.00,555.63,541.63,,1.84%
2009-10-23,547.00,552.13,574.63,547.00,,-0.97%
2009-10-25,547.38,547.38,547.38,547.38,,0.07%
2009-10-26,527.13,547.38,558.38,526.13,,-3.70%
2009-10-27,502.88,527.25,527.25,502.88,,-4.60%
2009-10-28,493.88,495.75,508.63,493.63,,-1.79%
2009-10-29,504.38,493.88,511.13,493.88,,2.13%
2009-10-30,493.63,504.38,504.38,488.13,,-2.13%
2009-11-01,493.63,493.63,493.63,493.63,,0.00%
2009-11-02,514.63,496.38,518.13,495.63,,4.25%
2009-11-04,521.75,517.88,527.75,505.63,,1.38%
2009-11-05,512.25,521.75,521.75,510.88,,-1.82%
2009-11-06,497.88,512.13,512.13,496.63,,-2.81%
2009-11-08,497.88,497.88,497.88,497.88,,0.00%
2009-11-09,519.75,497.88,523.88,497.88,,4.39%
2009-11-10,521.63,511.38,526.75,507.88,,0.36%
2009-11-11,530.38,521.38,539.38,521.38,,1.68%
2009-11-12,531.13,530.38,541.63,522.25,,0.14%
2009-11-13,539.63,531.13,540.13,531.13,,1.60%
2009-11-15,539.50,539.50,539.50,539.50,,-0.02%
2009-11-16,562.38,539.50,563.63,539.50,,4.24%
2009-11-17,574.50,556.75,575.38,555.75,,2.16%
2009-11-18,565.13,574.50,583.13,565.13,,-1.63%
2009-11-19,562.75,565.13,571.13,551.38,,-0.42%
2009-11-20,558.13,562.63,562.63,553.88,,-0.82%
2009-11-22,579.50,579.50,579.50,579.50,,3.83%
2009-11-23,578.38,579.50,600.38,577.88,,-0.19%
2009-11-24,553.38,578.38,578.38,552.13,,-4.32%
2009-11-25,569.25,565.38,575.13,555.88,,2.87%
2009-11-27,569.25,569.13,571.75,559.13,,0.00%
2009-11-29,569.13,569.13,569.13,569.13,,-0.02%
2009-11-30,586.50,576.13,589.88,575.75,,3.05%
2009-12-01,583.75,586.50,597.88,580.13,,-0.47%
2009-12-02,576.63,583.88,583.88,570.88,,-1.22%
2009-12-03,571.00,576.13,579.38,569.38,,-0.98%
2009-12-04,557.38,569.13,569.13,555.63,,-2.39%
2009-12-06,557.63,557.63,557.63,557.63,,0.04%
2009-12-07,547.63,555.13,559.88,547.63,,-1.79%
2009-12-08,539.63,546.75,547.38,537.63,,-1.46%
2009-12-09,534.63,539.63,544.13,532.63,,-0.93%
2009-12-10,538.13,532.38,543.88,530.13,,0.65%
2009-12-11,538.00,539.13,542.13,530.50,,-0.02%
2009-12-13,538.00,538.00,538.00,538.00,,0.00%
2009-12-14,543.63,538.00,547.88,534.13,,1.05%
2009-12-15,536.13,543.88,543.88,536.13,,-1.38%
2009-12-16,539.50,536.13,542.38,527.88,,0.63%
2009-12-17,522.63,539.38,539.38,514.38,,-3.13%
